sample_idx,R_um,deltaR_nm,kappa,neff,loss_dB_cm,T_on_at_nominal_laser,BER_est,ER_drop_db,contrast_drop_pct,tau_ps,Q_drop,IL_th_dB
25,2.411110628473986,-17.46037152601356,0.658269063886386,2.4099848719874073,0.09848278608380112,1.9859958715702084,0.0,17.012462381660406,98.01045502169143,0.02289932919698541,27.783203649047497,2.104302135780241e-05
26,2.4305796320168085,2.0086320168088116,0.5871391488945275,2.409257776383167,0.1032986274699604,0.8116777941714597,0.0,19.55182612878106,98.89129147439945,0.021674904712197348,26.094773693423356,1.6609474333396877e-05
27,2.4105506507266643,-18.020349273335302,0.5560228335407998,2.4009153118364868,0.10302248159950636,0.35124440210020114,0.0,19.674044339735563,98.9220575723476,0.021698194805340756,26.431317273193223,1.4386577317676631e-05
28,2.39379177315445,-34.7792268455496,0.6128465515363474,2.4104390073509814,0.09488873893309112,0.2450848972496436,0.0,18.621392625675934,98.62639856002704,0.021044388374271552,25.712428107026756,1.6725548185543854e-05
29,2.4444944320565742,15.923432056574407,0.6024754849306365,2.3927309937055217,0.10831140246493708,1.3996811875327804,0.0,18.9946060437595,98.73951002600646,0.02162425369851512,26.064266066516627,1.867566857952587e-05
30,2.439127138718363,10.556138718363444,0.6122090885534086,2.3955650797323687,0.10615959100712187,2.42866890662123,0.0,18.64417229571612,98.63358452952741,0.021580293545483336,26.037759439859965,1.9016448200703648e-05
31,2.4074731827210316,-21.09781727896832,0.5849611868461905,2.40019439306821,0.1077214907482069,0.2804909311574267,0.0,19.631458414183317,98.91143552136701,0.0225003852979726,27.45187949880035,1.699931802742494e-05
32,2.4125632709925173,-16.007729007482332,0.5797720224471119,2.395178401292948,0.09714397878713184,0.27568635155693944,0.0,19.821938497836904,98.9581477110347,0.02247130559231209,27.415867944621958,1.5029399353597894e-05
33,2.420810400450195,-7.760599549804606,0.5768374130038976,2.40329000191619,0.10463687591600042,3.4991443021009307,0.0,19.929910914851167,98.98373046099877,0.021394580978407855,25.925481370342585,1.6043156459884462e-05
34,2.4492367032464784,20.665703246478365,0.6375391278878307,2.4028025679565124,0.10547288216475662,0.28521470971110524,0.0,17.742110384629758,98.31814340886422,0.02189104128135589,26.224556139034757,2.1048130766531994e-05
35,2.421790922701816,-6.780077298183807,0.5381442958113904,2.3999442778565347,0.09214899594170485,1.6645172532621684,0.0,21.382859083894694,99.27269915590028,0.022613523429677648,27.429555084745726,1.1957030980174136e-05
36,2.4111624938261076,-17.40850617389213,0.5740120581526074,2.4004006605176116,0.09821948761882993,0.38159520518123596,0.0,19.040209170890524,98.7526765625133,0.021738876425589897,26.479845956354268,1.4820190437850084e-05
37,2.4379022435892796,9.331243589279955,0.6073637130705307,2.3999177892187347,0.0907914999753011,1.2400061935191393,0.0,18.818418014101624,98.6873220244786,0.021637118423048995,26.072018004501125,1.5932684724201058e-05
38,2.4273495109549508,-1.2214890450490692,0.5404196805330954,2.3992365931155484,0.09931347393873913,7.697550672700443,0.0,21.295755417434833,99.25796488403424,0.02143793852619749,25.95173793448362,1.3046333147202532e-05
39,2.4208060841162466,-7.764915883753012,0.5937704462958933,2.40788948002377,0.094219417722137,9.205764226056285,0.0,19.310141389487722,98.82784279597851,0.021476377577480943,25.974993748437107,1.551454271854552e-05
40,2.4633874621346754,34.81646213467577,0.5901400877216986,2.3915647877799633,0.10205306380758888,0.20029536958553013,0.0,19.442269683279537,98.86296709866578,0.02193824206648397,26.252813203300825,1.6841779105274006e-05
41,2.4228038688737032,-5.767131126296492,0.6466862675006904,2.391494345787998,0.09894559084745977,0.6717377576816728,0.0,14.597104285498006,96.53031881185919,0.022544782710598052,27.431455897980825,2.0272038295243965e-05
42,2.42153248029855,-7.038519701450174,0.5514760164652287,2.3945047392212073,0.10087951141914422,0.5953793277675478,0.0,17.49411842114393,98.21931066386256,0.02174047854483638,26.433358915323627,1.3875140850240984e-05
43,2.432253974273716,3.682974273716394,0.5919627914225104,2.3964523377849964,0.09724976664010615,9.299013536210406,0.0,19.375915916928005,98.84546153045711,0.021474723576358875,25.973993498374593,1.596788433157327e-05
44,2.4435316019949718,14.960601994971832,0.5828791967073669,2.3899309087010208,0.0993589376888403,3.2564840897844363,0.0,19.707758883753932,98.93039330751623,0.02155667308837073,26.02350587646912,1.577530253584544e-05
45,2.4393328239841976,10.761823984197802,0.635859126826739,2.395861526707461,0.10569837464586403,2.265225848283531,0.0,17.801579445524588,98.34101654267191,0.021589413672511444,26.0432608152038,2.086455775441236e-05
46,2.416561569570916,-12.009430429083723,0.5669140666452684,2.403809547723453,0.0999429726831565,1.3483387457367417,0.0,20.297401109113167,99.06618705707166,0.022346006351950498,27.119989520565877,1.4662939925292777e-05
47,2.3999285283321945,-28.642471667805363,0.6229234988731229,2.3972808754081223,0.09992124029523676,0.17746120627253983,0.0,18.261056715851883,98.5075687697119,0.020922177148618378,25.637659414853715,1.8405694596320142e-05
48,2.427717739581352,-0.8532604186479193,0.6201803759206337,2.40540930009004,0.09789259620718314,3.4730983947389427,0.0,18.35892299231138,98.54082392324493,0.021555015998098382,26.022505626406602,1.8036434888833615e-05
49,2.443675647434864,15.104647434864491,0.6680066691194889,2.399740583244333,0.10167679283523674,0.6818542116859416,0.0,16.671648794102826,97.84803541130933,0.021736429741863218,26.131782945736436,2.2900057347174428e-05
50,2.418547986428424,-10.023013571575778,0.638143062455483,2.397201782512942,0.10212856443226873,0.7882161687979145,0.0,15.51693598899158,97.19258638926924,0.022097643015133325,26.870481144343394,2.0174914917029033e-05
51,2.444111128085115,15.540128085114965,0.5968994750245826,2.4056276199253093,0.09896422785495738,0.28561785683183916,0.0,19.19650379086559,98.79676731447216,0.02185098143532542,26.200550137534382,1.6669384341226792e-05
52,2.4277942321383166,-0.776767861683451,0.595905507352295,2.4035541509768987,0.1036546666930463,5.595911712087353,0.0,19.232519948139515,98.80670449364318,0.021523129424679315,26.003250812703175,1.7271007765121853e-05
53,2.4210525059238224,-7.518494076177424,0.5859970102230057,2.402367905174136,0.10000961633920757,2.928159450830809,0.0,19.593563246642393,98.90189548973048,0.021382613771455672,25.918229557389346,1.5940766656028476e-05
54,2.458865605211541,30.294605211541267,0.5949753834059981,2.4009702430759225,0.10064754522162954,0.15867131013050195,0.0,19.26629796822767,98.81594956094713,0.022029864414619717,26.307576894223555,1.6918665647686286e-05
